title,url,gender,description,top_notes,middle_notes,base_notes,main_accords,gender_ratings,seasonal_ratings,price_ratings,image_url,scrape_duration_seconds,volume
J'adore Dior,https://www.fragrantica.com/perfume/Dior/J-adore-210.html,for women,"J’adore is a modern, glamorous fragrance, which has become incredibly popular, and for that reason developed in number of variants of different concentrations. J’adore is a luminous fragrance. Its opulent, golden scent shimmers on skin like sunbeams. The classic and ambitions of this fragrance reflects in the bottle shaped like Greek amphora. J’adore presents a new conception of Dior feminity, a scent so new and so in line with Dior style at the same time – sweet but balmy, slightly sharp floral with fresh mandarin in the top; jasmine, plum, orchid and rose in the heart; and amaranth, musk and blackberry in the trail. It was created in 1999.","Pear, Melon, Magnolia, Peach, Mandarin Orange, Bergamot","Jasmine, Lily-of-the-Valley, Tuberose, Freesia, Rose, Orchid, Violet, Plum","Musk, Vanilla, Cedar, Blackberry","{""white floral"": 10.0, ""floral"": 8.7, ""fruity"": 8.2, ""sweet"": 6.5, ""fresh"": 6.4, ""aquatic"": 5.5, ""citrus"": 5.5, ""powdery"": 5.1, ""ozonic"": 4.7, ""tuberose"": 4.7}","{""female"": 4592, ""more_female"": 460, ""unisex"": 126, ""more_male"": 13, ""male"": 14}","{""winter"": 47.35, ""spring"": 92.08, ""summer"": 54.23, ""fall"": 66.31, ""day"": 100.0, ""night"": 62.85}","{""way overpriced"": 492, ""overpriced"": 1448, ""ok"": 2222, ""good value"": 454, ""great value"": 93}",https://fimgs.net/mdimg/perfume/375x500.210.jpg,38.26,200
Khair Pistachio Paris Corner,https://www.fragrantica.com/perfume/Paris-Corner/Khair-Pistachio-92766.html,unisex,"""Khair Pistachio by Paris Corner is a luxurious and captivating fragrance that combines carefully curated ingredients to create a scent that not only lingers but also leaves a distinctive mark. This fragrance opens with top notes of Italian bergamot, pistachio ice cream, hazelnut, sweet rum, and cardamom, offering a delightful freshness and warmth. The heart features a lush and floral layer with notes of geranium, white peony, muguet, jasmine, raspberry, white peach, and pear, adding a vibrant and refined dimension. The base notes of whipped cream, marshmallow, cotton candy, Turkish delight accord, cocoa, cedarwood, sandalwood, and tonka bean bring a deeper and sensual complexity, making the scent irresistibly attractive.' -Brand info.","Pistachio, Ice cream, Bergamot, Hazelnut, Cardamom, Rum","Pear, Jasmine, Peony, Raspberry, White Peach, Geranium","Whipped Cream, Marshmallow, Cotton Candy, Tonka Bean, Cedarwood","{""sweet"": 10.0, ""vanilla"": 6.1, ""woody"": 6.0, ""nutty"": 5.4, ""powdery"": 4.4}","{""female"": 355, ""more_female"": 309, ""unisex"": 259, ""more_male"": 11, ""male"": 9}","{""winter"": 62.73, ""spring"": 96.52, ""summer"": 83.17, ""fall"": 84.84, ""day"": 100.0, ""night"": 51.88}","{""way overpriced"": 25, ""overpriced"": 16, ""ok"": 109, ""good value"": 406, ""great value"": 370}",https://fimgs.net/mdimg/perfume/375x500.92766.jpg,34.42,50
Khamrah Lattafa Perfumes,https://www.fragrantica.com/perfume/Lattafa-Perfumes/Khamrah-75805.html,unisex,"Lattafa Khamrah is a luxurious oriental-spicy unisex perfume that combines precious spices, the warmth of woody notes and the softness of vanilla. The fragrance is released by the Arab luxury perfume brand Lattafa Perfumes and comes in a luxurious crystal bottle. The top accord of Khamrah is the citrusy freshness of bergamot framed by the warm, velvety spice of cinnamon and refined clary sage. The heart of the perfume resonates with the delightful creamy smell of praline, melting in a fragrant haze of sweet fruity notes and tuberose floral nuances. Whereas the base of Lattafa Khamrah delivers a sumptuous aromatic trail that blends the sensual sweetness of vanilla with spicy precious woods, sweet smoky oud, smoky aromatic myrrh, spicy tonka bean and vanilla resinous benzoin, shimmering softly in the beams. refined amber.","Cinnamon, Nutmeg, Bergamot","Dates, Praline, Tuberose, Mahonial","Vanilla, Tonka Bean, Amberwood, Myrrh, Benzoin, Akigalawood","{""sweet"": 10.0, ""warm spicy"": 8.2, ""vanilla"": 8.0, ""amber"": 7.7, ""cinnamon"": 6.8, ""woody"": 4.9, ""fresh spicy"": 4.9, ""fruity"": 4.4}","{""female"": 1102, ""more_female"": 2057, ""unisex"": 9154, ""more_male"": 2227, ""male"": 882}","{""winter"": 100.0, ""spring"": 22.27, ""summer"": 12.37, ""fall"": 83.85, ""day"": 38.11, ""night"": 80.34}","{""way overpriced"": 211, ""overpriced"": 226, ""ok"": 1191, ""good value"": 4984, ""great value"": 8195}",https://fimgs.net/mdimg/perfume/375x500.75805.jpg,31.74,200
Kirke Tiziana Terenzi,https://www.fragrantica.com/perfume/Tiziana-Terenzi/Kirke-32172.html,unisex,"An enchanting place is found just south of Rome. Today it is a Natural Park, but it is still characterised by a landscape so rich it takes the traveller's breath away. This place is fixed in memories and has thousands of facets. It is immersed among the enormous sand dunes that face the sea and uninhabited mountains that are surrounded by opulent forests and woods. Framing the area is the most flourishing Mediterranean scrub ever seen that holds traces of the great men and women who lived here in the past. Walking along the ancient paths means being immersed in the sinuous scents and resounding recollections in memory, like a mermaid's song or the melody that the goddess Circe used to attract her victims, which we learned about in the Odyssey by Ulysses. We too have been enraptured by these persuasive perfumes, so much so that we have captured them in a sensual and warm fragrance that can transport the soul to the beauties of the senses. This is a magical and sensual perfume that is like the goddess that inspired it. It is characterised by a lush bouquet of sweet fruit including Passion Fruit, Peaches and Pears, mixed through skilful alchemy with Raspberries and Cassis. It is persuasive like a caress of Lily of the Valley and like a barefoot stroll on sand that is warmed by the contrast with the unmistakable Heliotropine and made powerful through the strength of the Patchouli and Musk wood. Like one of the famous enchanted potions of Goddess Circe, this extract enraptures whoever wears it, guiding them on mysterious paths to discover amazing marvels in a precarious evolution of emotions and inspiration enclosed in a magic filter that is able to leave behind an unending wake of mystery and sensuality.","Passionfruit, Peach, Pear, Raspberry, Cassis, Sand",Lily-of-the-Valley,"Musk, Sandalwood, Vanilla, Patchouli, Heliotrope","{""fruity"": 10.0, ""sweet"": 7.7, ""musky"": 6.5, ""powdery"": 6.4, ""fresh"": 5.4, ""tropical"": 5.2, ""woody"": 4.7}","{""female"": 1386, ""more_female"": 822, ""unisex"": 1450, ""more_male"": 119, ""male"": 123}","{""winter"": 73.74, ""spring"": 98.38, ""summer"": 88.31, ""fall"": 89.62, ""day"": 100.0, ""night"": 83.53}","{""way overpriced"": 635, ""overpriced"": 801, ""ok"": 1471, ""good value"": 387, ""great value"": 167}",https://fimgs.net/mdimg/perfume/375x500.32172.jpg,40.41,200
La Capitale Xerjoff,https://www.fragrantica.com/perfume/Xerjoff/La-Capitale-55782.html,unisex,"The sweet and powdery temptation of La Capitale Xerjoff is hard to resist.

Opening with fresh strawberry, peach and caramel, this oriental aromatic scent is a sensual journey through warming ingredients. At the heart, Iranian saffron, ginger, rose and amber cast an intoxicating spell whilst a classic base accord of oud and vanilla bourbon serves only to entice further.","Strawberry, Caramel, Peach, Labdanum","Leather, Amber, Saffron, Ginger, Rose","Bourbon Vanilla, Benzoin","{""fruity"": 10.0, ""sweet"": 9.5, ""amber"": 8.2, ""leather"": 7.3, ""caramel"": 7.0, ""vanilla"": 6.4, ""warm spicy"": 5.8, ""animalic"": 5.2, ""powdery"": 4.8}","{""female"": 388, ""more_female"": 372, ""unisex"": 392, ""more_male"": 37, ""male"": 32}","{""winter"": 97.06, ""spring"": 81.56, ""summer"": 47.62, ""fall"": 100.0, ""day"": 84.84, ""night"": 89.14}","{""way overpriced"": 246, ""overpriced"": 383, ""ok"": 330, ""good value"": 53, ""great value"": 19}",https://fimgs.net/mdimg/perfume-thumbs/375x500.55782.jpg,36.4,50
La Nuit de l'Homme Yves Saint Laurent,https://www.fragrantica.com/perfume/Yves-Saint-Laurent/La-Nuit-de-l-Homme-5521.html,for men,"Yves Saint Laurent La Nuit de l`Homme is a new masculine representative of the house of YSL and it appeared on the market in March 2009. The perfume is announced as one full of contrasts and tensions.

Its flacon is dark and powerful, as if it were announcing powerful ingredients it carries in itself. A veil of mystery and an explosive spicy accord reveal cardamom with sparkling freshness of bergamot, lavender and cedar, which stand for strength of men. Cumin and vetiver in a base ensure a sensual finish and an opulent, elegant closure.

Perfume La Nuit de l`Homme is available in three sizes of bottle - 40ml edt, 60ml edt and100ml edt, along with perfumed deo spray in a collection. The noses behind this fragrance are Anne Flipo, Pierre Wargnye and Dominique Ropion.",Cardamom,"Lavender, Virginia Cedar, Bergamot","Vetiver, Caraway","{""aromatic"": 10.0, ""warm spicy"": 8.6, ""lavender"": 6.9, ""woody"": 6.6, ""fresh spicy"": 6.3, ""citrus"": 4.9}","{""female"": 68, ""more_female"": 43, ""unisex"": 776, ""more_male"": 2765, ""male"": 3943}","{""winter"": 89.03, ""spring"": 53.84, ""summer"": 24.31, ""fall"": 90.76, ""day"": 38.06, ""night"": 100.0}","{""way overpriced"": 255, ""overpriced"": 1198, ""ok"": 3920, ""good value"": 1331, ""great value"": 208}",https://fimgs.net/mdimg/perfume/375x500.5521.jpg,39.03,100
La Nuit Trésor Lancôme,https://www.fragrantica.com/perfume/Lancome/La-Nuit-Tresor-29157.html,for women,"Lancome launches La Nuit Tresor fragrance in February 2015. The scent is a flanker of the original Tresor from 1990.

The composition is announced as a gourmand aphrodisiac and a love potion created by perfumers Christophe Raynaud and Amandine Marie. It supposedly depicts the dark side of rose and mixes notes of black rose with Tahitian vanilla orchid absolute. There are also accords of natural incense, papyrus, patchouli and litchi praline added to the mix.

The faces of the campaign are Penélope Cruz and Ilay Kurelović and photo signed by Mert Alas and Marcus Piggott. Video campaign directed by Rob Marshall.

The bottle is decorated with a diamond-shaped satin black rose and bow. The fragrance is available as 30, 50 and 100 ml Eau de Parfum.","Pear, Tangerine, Bergamot","Strawberry, Vanilla Orchid, Black Rose, Passionfruit","Praline, Caramel, Litchi, Vanilla, Patchouli, Incense, Coffee, Licorice, Coumarin, Papyrus","{""sweet"": 10.0, ""fruity"": 7.1, ""vanilla"": 5.2, ""caramel"": 5.2, ""warm spicy"": 5.1, ""balsamic"": 5.1, ""woody"": 4.7, ""tropical"": 4.6, ""patchouli"": 4.6, ""amber"": 4.5}","{""female"": 2766, ""more_female"": 232, ""unisex"": 76, ""more_male"": 7, ""male"": 11}","{""winter"": 96.93, ""spring"": 25.34, ""summer"": 13.89, ""fall"": 78.1, ""day"": 36.92, ""night"": 100.0}","{""way overpriced"": 158, ""overpriced"": 576, ""ok"": 1585, ""good value"": 440, ""great value"": 109}",https://fimgs.net/mdimg/perfume-thumbs/375x500.29157.jpg,42.34,200
La Vie Est Belle Lancôme,https://www.fragrantica.com/perfume/Lancome/La-Vie-Est-Belle-14982.html,for women,"La Vie Est Belle is a new Lancome fragrance, available on the market from fall 2012. The concept of this fragrance is centered on the idea of natural and simple beauty, freedom from conventions and the choice of once own vision of happiness. The fragrance is a kind of outlook on life, inspired by joy and pleasure in small things.

This gourmand yet elegant composition is developed by perfumers Olivier Polge, Dominique Ropion and Anne Flipo. The final formula is the result achieved after three years of probation and 5000 versions. Iris is the key ingredient of the perfume, surrounded by orange blossoms and jasmine in the heart. The composition’s opening provides fruity flavors of black currant and pear, while the base is warm, gourmand and powdery due to almond-like accords of tonka bean, praline, patchouli and vanilla.

The flacon is a redesigned version of the classic Lancome bottle from 1949. Actress Julia Roberts is the face of the campaign, shot by director Tarsem Singh.

It is available in EDP concentration.","Black Currant, Pear","Iris, Jasmine, Orange Blossom","Praline, Vanilla, Patchouli, Tonka Bean","{""sweet"": 10.0, ""vanilla"": 8.2, ""fruity"": 6.6, ""patchouli"": 5.8, ""woody"": 5.7, ""white floral"": 5.3, ""powdery"": 5.3, ""iris"": 4.9, ""earthy"": 4.9, ""warm spicy"": 4.8}","{""female"": 7971, ""more_female"": 458, ""unisex"": 106, ""more_male"": 22, ""male"": 38}","{""winter"": 100.0, ""spring"": 53.71, ""summer"": 29.89, ""fall"": 85.48, ""day"": 84.5, ""night"": 86.86}","{""way overpriced"": 482, ""overpriced"": 1954, ""ok"": 4185, ""good value"": 1168, ""great value"": 253}",https://fimgs.net/mdimg/perfume/375x500.14982.jpg,33.01,100
La Vie est Belle L'Elixir Lancôme,https://www.fragrantica.com/perfume/Lancome/La-Vie-est-Belle-L-Elixir-95856.html,for women,"La Vie est Belle L'Elixir by Lancôme is a floral, fruity, gourmand fragrance designed to evoke a deep sense of liberation and self-confidence. This Eau de Parfum opens with sparkling notes of raspberry accord and Calabrian bergamot, leading to a heart of violet leaf absolute and rose heart absolute. The base features the rich scents of cocoa butter absolute, leather accord, and Virginia cedarwood.

Reimagined by Suzanne Dalton - a renowned glass designer - the iconic La Vie Est Belle smile is taken to the pinnacle of craftsmanship, where the iconic La Vie Est Belle smile is etched into the glass.

Available in 30, 50 and 100 ml Eau de Parfum.","Raspberry, Liquor, Calabrian bergamot","Violet Leaf, Rose","Leather, Cacao Butter, Cedarwood","{""fruity"": 10.0, ""ozonic"": 8.2, ""sweet"": 7.9, ""rose"": 7.1, ""aquatic"": 6.8, ""leather"": 6.5, ""alcohol"": 5.0, ""green"": 4.8, ""animalic"": 4.8, ""citrus"": 4.7}","{""female"": 779, ""more_female"": 111, ""unisex"": 46, ""more_male"": 5, ""male"": 8}","{""winter"": 93.06, ""spring"": 81.75, ""summer"": 43.44, ""fall"": 100.0, ""day"": 90.65, ""night"": 87.78}","{""way overpriced"": 83, ""overpriced"": 200, ""ok"": 451, ""good value"": 101, ""great value"": 24}",https://fimgs.net/mdimg/perfume/375x500.95856.jpg,31.99,50
L'Eau d'Issey Pour Homme Issey Miyake,https://www.fragrantica.com/perfume/Issey-Miyake/L-Eau-d-Issey-Pour-Homme-721.html,for men,"Issey Miyake uses very unusual and rare materials in order to create perfumes that evoke the sense of timeless freedom and serenity. L\'Eau d\'Issey Pour Homme was created as a universal Eau de Toilette perfect for any occasion.

L\'Eau d\'Issey for Men is a woody aquatic fragrance with yuzu as in top notes, along with notes of bergamot, lemon and tarragon. A middle note is spicy and woody: nutmeg and water lily are an exciting and unexpected accord in this composition. An end note carries an intense woody scent which is sharp and enriched with tobacco,sandalwood, cedar, vetiver and musk. It was created by Jacques Cavallier in 1994.

Two editions in new flacons but with the same compositions were introduced in 2009 - L\'Eau d\'Issey Pour Homme and L\'Eau d\'Issey Pour Homme Intense. Colours of the flacons - light grey and dark grey colour of asphalt make an impression of a union of water and concrete.","Yuzu, Lemon, Bergamot, Lemon Verbena, Mandarin Orange, Cypress, Calone, Coriander, Tarragon, Sage","Blue Lotus, Nutmeg, Lily-of-the-Valley, Bourbon Geranium, Saffron, Ceylon Cinnamon, Mignonette","Tahitian Vetiver, Musk, Cedar, Sandalwood, Amber, Tobacco","{""citrus"": 10.0, ""aromatic"": 6.6, ""fresh spicy"": 5.8, ""woody"": 5.4, ""floral"": 5.2, ""green"": 4.9}","{""female"": 48, ""more_female"": 37, ""unisex"": 1359, ""more_male"": 2538, ""male"": 2071}","{""winter"": 11.91, ""spring"": 81.86, ""summer"": 100.0, ""fall"": 25.89, ""day"": 98.36, ""night"": 24.31}","{""way overpriced"": 92, ""overpriced"": 374, ""ok"": 1904, ""good value"": 2361, ""great value"": 846}",https://fimgs.net/mdimg/perfume/375x500.721.jpg,31.68,100
Legend Spirit Montblanc,https://www.fragrantica.com/perfume/Montblanc/Legend-Spirit-33443.html,for men,"Montblanc announces Legend Spirit for 2016 as a new version of the original Legend from 2011 with the slogan ""Follow Your Spirit."" The original fragrance symbolizes timeless elegance and classicism; Legend Intense from 2013 is its night version; and the new edition is announced as the ultimate timeless and cool scent.

Its aromatic - woody composition begins with a vibrant and refreshing blend of bergamot, pink pepper and grapefruit. A cool aquatic accord rules the heart which is mixed with aromatic tones of lavender and cardamom. The base ends with trendy blonde woods, cashmere, white musk and oak moss.

It is available in white bottle as a 30, 50 and 100 ml Eau de Toilette with an accompanying collection.","Grapefruit, Bergamot, Pink Pepper","Lavender, Cardamom","White Musk, White Woods, Cashmere Wood, Oakmoss","{""citrus"": 10.0, ""aquatic"": 7.2, ""musky"": 6.9, ""fresh spicy"": 6.7, ""aromatic"": 6.6, ""woody"": 6.4, ""lavender"": 6.2, ""fresh"": 5.1, ""powdery"": 4.7}","{""female"": 31, ""more_female"": 12, ""unisex"": 281, ""more_male"": 1680, ""male"": 2247}","{""winter"": 11.58, ""spring"": 90.66, ""summer"": 100.0, ""fall"": 30.37, ""day"": 94.86, ""night"": 20.36}","{""way overpriced"": 48, ""overpriced"": 115, ""ok"": 764, ""good value"": 2043, ""great value"": 1172}",https://fimgs.net/mdimg/perfume/375x500.33443.jpg,38.21,200
Le Beau Paradise Garden Jean Paul Gaultier,https://www.fragrantica.com/perfume/Jean-Paul-Gaultier/Le-Beau-Paradise-Garden-88836.html,for men,"Drawing inspiration from the Autumn/Winter fashion collection of 2010-2011, imagine a lush, enchanting garden named ""Le Beau Paradise Garden"" and ""La Belle Paradise,"" a haven of intense delights and fervent desires.

Picture a bottle of striking beauty: an emerald-green glass ornately embroidered with a vibrant vine leaf, boasting exquisite, high-fashion details. This alluring, unclothed bottle is impossible to overlook, inviting you to succumb to its charm.

This bottle is a masterpiece, unforgettable in its presence. It's like a tropical beacon, with a Couture-styled embroidered vine leaf artfully obscuring a secret garden where the naked, emerald-green bottle resides. Its magnetic allure draws you into the depths of a hypnotizing and sensuous masculine scent, both mysterious and compelling.

This fragrance is a woody, green aquatic symphony crafted by Quentin Bisch. It encapsulates the heavenly essence of a tropical paradise, replete with radiant flowers and alluring aromas directly from the Garden of Gaultier. The scent intertwines fresh, salty coconut with green fig and the warmth of sandalwood. Accents of spicy ginger, refreshing mint, and sun-warmed Tonka bean add to the fragrance's green aquatic and woody notes, perfectly embodying the passion of the vigorous men who embrace it.

LE BEAU PARADISE GARDEN will be available as 75ml and 125ml Eau de Parum.","Mint, Ginger","Coconut, Fig, Salt","Tonka Bean, Sandalwood","{""green"": 10.0, ""coconut"": 8.5, ""sweet"": 7.6, ""vanilla"": 6.2, ""aquatic"": 6.1, ""woody"": 6.0, ""aromatic"": 5.8, ""fruity"": 5.6, ""fresh spicy"": 5.2, ""fresh"": 5.1}","{""female"": 87, ""more_female"": 23, ""unisex"": 738, ""more_male"": 2414, ""male"": 2061}","{""winter"": 7.35, ""spring"": 77.65, ""summer"": 100.0, ""fall"": 20.67, ""day"": 78.78, ""night"": 24.02}","{""way overpriced"": 235, ""overpriced"": 971, ""ok"": 2817, ""good value"": 861, ""great value"": 142}",https://fimgs.net/mdimg/perfume/375x500.88836.jpg,39.48,50
Le Male Elixir Jean Paul Gaultier,https://www.fragrantica.com/perfume/Jean-Paul-Gaultier/Le-Male-Elixir-81642.html,for men,"Welcome on board! The new sailor Le Male Elixir will induce burning cravings and drive your senses crazy. Burning desire spreads with the irresistible notes of fresh lavender, warming tonka bean, and gentle benzoin. With a gilded torso, this fiery novelty from Jean Paul Gaultier embodies radiant power and seductive charisma. It is finished! You melt away with burning desire.

This intense fragrance ignites the fire of the senses on his upper body and gives the soft skin a burning sensuality. After a refreshing breeze of mint, the tide rises to addiction, becoming a glowing elixir. In this breath of fresh air, dashing lavender quickly takes on lusty proportions, enhanced by the balsamic richness of benzoin with syrupy vanilla accents. The tonka bean trumps with its warm and sweet tones between honey and tobacco. The time has come: You jump!

Radiant at first sight, glowing with masculinity, more fiery than ever. The torso is bursting with muscles, the skin is bathed in copper color by the sinking sun. What a Gaultier body... what accomplished style. Finely chiseled grooves stand out on its muscles dipped in gold and merge with the amber stripes of the sailor shirt, which plays with transparency effects in a highly sexy way.

Available as 75ml and 125ml Parfum.","Lavender, Mint","Vanilla, Benzoin","Honey, Tonka Bean, Tobacco","{""vanilla"": 10.0, ""sweet"": 8.1, ""honey"": 7.0, ""amber"": 6.0, ""aromatic"": 6.0, ""lavender"": 5.4, ""tobacco"": 5.0, ""green"": 4.8, ""fresh spicy"": 4.6, ""powdery"": 4.6}","{""female"": 155, ""more_female"": 92, ""unisex"": 1468, ""more_male"": 5740, ""male"": 6818}","{""winter"": 100.0, ""spring"": 29.79, ""summer"": 13.36, ""fall"": 78.97, ""day"": 38.08, ""night"": 82.83}","{""way overpriced"": 425, ""overpriced"": 2121, ""ok"": 7643, ""good value"": 2837, ""great value"": 553}",https://fimgs.net/mdimg/perfume/375x500.81642.jpg,36.97,50
Le Male Jean Paul Gaultier,https://www.fragrantica.com/perfume/Jean-Paul-Gaultier/Le-Male-430.html,for men,"Intensive and sensible, modern, and comfortably warm, masculine and gentle... Le Male is magnetically attractive fragrance which seduces with its uniqueness; it is built on contrasts: traditional and bold, fresh and mild, strong and sensual, in one word: absolutely irresistible for women. Fresh mint is a symbol of strength; the tradition is represented by lavender; vanilla gives warmth and tenderness. The top notes are composed of mint, lavender and bergamot. The heart is composed of cinnamon, cumin, and orange blossom. The base contains vanilla, tonka bean, sandalwood and cedarwood. It was created in 1995 by Francis Kurkdjian.","Lavender, Mint, Cardamom, Bergamot, Artemisia","Cinnamon, Orange Blossom, Caraway","Vanilla, Tonka Bean, Amber, Sandalwood, Cedar","{""aromatic"": 10.0, ""vanilla"": 9.8, ""fresh spicy"": 7.6, ""lavender"": 7.5, ""warm spicy"": 7.1, ""green"": 6.7, ""powdery"": 5.7, ""sweet"": 5.5, ""amber"": 5.5, ""cinnamon"": 5.4}","{""female"": 79, ""more_female"": 30, ""unisex"": 889, ""more_male"": 3124, ""male"": 4383}","{""winter"": 100.0, ""spring"": 84.86, ""summer"": 54.23, ""fall"": 96.91, ""day"": 91.37, ""night"": 99.7}","{""way overpriced"": 180, ""overpriced"": 823, ""ok"": 3751, ""good value"": 2566, ""great value"": 490}",https://fimgs.net/mdimg/perfume-thumbs/375x500.430.jpg,33.37,100
Le Sel d’Issey Issey Miyake,https://www.fragrantica.com/perfume/Issey-Miyake/Le-Sel-d-Issey-95642.html,for men,"Le Sel d’Issey by Issey Miyake is a woody aromatic fragrance that encapsulates the essence of a salt-sprayed voyage.

""Marine meets woody: the contrast of the elements gives birth to Le Sel d’Issey, a revitalizing fragrance born between the Ocean and the earth in a tribute to the salt of life.""","Sea Salt, Ginger","Seaweed, Vetiver","Cedarwood, Oakmoss","{""marine"": 10.0, ""woody"": 8.6, ""salty"": 7.9, ""aromatic"": 6.6, ""earthy"": 6.3, ""aquatic"": 6.2, ""mossy"": 5.9, ""fresh spicy"": 5.8, ""fresh"": 4.7}","{""female"": 10, ""more_female"": 5, ""unisex"": 218, ""more_male"": 437, ""male"": 487}","{""winter"": 14.79, ""spring"": 86.41, ""summer"": 100.0, ""fall"": 44.06, ""day"": 94.31, ""night"": 33.17}","{""way overpriced"": 30, ""overpriced"": 91, ""ok"": 431, ""good value"": 366, ""great value"": 110}",https://fimgs.net/mdimg/perfume-thumbs/375x500.95642.jpg,34.89,50
L’Homme Idéal Eau de Parfum Guerlain,https://www.fragrantica.com/perfume/Guerlain/L-Homme-Ideal-Eau-de-Parfum-37735.html,for men,"Guerlain launched L'Homme Ideal fragrance in 2014.The first reinterpretation called L'Homme Ideal Cologne was introduced in spring 2015 as its invigorating and lighter version. The third flanker, announced as more intense, more sensual and mysterious, L'Homme Idéal Eau de Parfum, comes out in April 2016.

The new fragrance is developed by the Guerlain in-house perfumer Thierry Wasser along with colleague Delphine Jelk. The composition is a woody-oriental, focusing on the almond note covered with leather and Guerlinade vanilla. The opening notes include bergamot, spices and almond. Turkish rose, incense and vanilla are in the heart, while the base consists of sandalwood, leather and tonka.

The bottle retains its original form, colored in a soft amber shade with the logo letters in bright orange. The fragrance is available as a 50 and a 100 ml Eau de Parfum.","Almond, Spices, Lavender, Bergamot, Rosemary, Thyme","Cherry, Vanilla, Incense, Bulgarian Rose","Leather, Tonka Bean, Sandalwood","{""sweet"": 10.0, ""cherry"": 9.4, ""vanilla"": 9.1, ""almond"": 8.9, ""nutty"": 7.5, ""warm spicy"": 6.9, ""amber"": 6.8, ""fruity"": 6.7, ""leather"": 6.2, ""aromatic"": 6.1}","{""female"": 55, ""more_female"": 61, ""unisex"": 1059, ""more_male"": 2000, ""male"": 1155}","{""winter"": 100.0, ""spring"": 56.6, ""summer"": 17.16, ""fall"": 99.87, ""day"": 66.65, ""night"": 92.87}","{""way overpriced"": 86, ""overpriced"": 407, ""ok"": 2094, ""good value"": 1105, ""great value"": 207}",https://fimgs.net/mdimg/perfume/375x500.37735.jpg,39.62,50
Libre Intense Yves Saint Laurent,https://www.fragrantica.com/perfume/Yves-Saint-Laurent/Libre-Intense-62318.html,for women,"Yves Saint Laurent presents a new version of Libre fragrance from 2019, ie. an intense version of this modern feminine fougere. Libre Eau de Parfum Intense is a perfume of ""an intense woman living her roaring freedom and following her instincts,” coming out in August 2020.

Libre Intense illuminates a new fragrant shade, described as that between fire and gold. Her ""masculine signature"" was done in a ""feminine way"". ""A fragrance like a shout of freedom – the freedom to live everything with excess.""

Top notes: mandarin essence, French lavender essence, bergamot essence Heart: Diva lavender heart, sambac jasmine absolute, orange blossom absolute from Morocco, living orchid accord Base: vanilla extract from Madagascar, vetiver essence, ambergris, tonka absolute from Venezuela

The Libre bottle is made like a geometric silhouette in a tuxedo, with a large house monogram. The face of the perfume is singer Dua Lipa. The fragrance is available as a 30, 50 and 90 ml Eau de Parfum Intense.","Lavender, Mandarin Orange, Bergamot","Lavender, Tunisian Orange Blossom, Jasmine Sambac, Orchid","Madagascar Vanilla, Tonka Bean, Ambergris, Vetiver","{""vanilla"": 10.0, ""white floral"": 8.0, ""citrus"": 7.2, ""lavender"": 7.1, ""sweet"": 6.9, ""aromatic"": 6.7, ""amber"": 6.1, ""powdery"": 4.9, ""floral"": 4.8, ""fresh spicy"": 4.8}","{""female"": 3190, ""more_female"": 1241, ""unisex"": 647, ""more_male"": 40, ""male"": 48}","{""winter"": 99.58, ""spring"": 39.83, ""summer"": 22.9, ""fall"": 100.0, ""day"": 55.98, ""night"": 96.33}","{""way overpriced"": 218, ""overpriced"": 950, ""ok"": 2638, ""good value"": 716, ""great value"": 141}",https://fimgs.net/mdimg/perfume/375x500.62318.jpg,37.74,200
Light Blue Dolce&Gabbana,https://www.fragrantica.com/perfume/Dolce-Gabbana/Light-Blue-485.html,for women,"Dolce & Gabbana Light blue is a casual and breezy, sparkling fruity-floral scent that evokes the spirit of the Sicilian summer.

Mouth-watering and fresh notes of lime and cedar are bringing an image of the South woods on the seashore. A very popular summer fragrance. Launched in 2001.","Sicilian Lemon, Apple, Cedar, Bellflower","Bamboo, Jasmine, White Rose","Cedar, Musk, Amber","{""citrus"": 10.0, ""woody"": 7.5, ""fresh"": 6.3, ""fruity"": 5.9, ""aromatic"": 5.4, ""musky"": 4.9, ""powdery"": 4.7, ""green"": 4.4}","{""female"": 3040, ""more_female"": 2146, ""unisex"": 2696, ""more_male"": 127, ""male"": 77}","{""winter"": 11.38, ""spring"": 54.12, ""summer"": 100.0, ""fall"": 12.66, ""day"": 96.06, ""night"": 11.99}","{""way overpriced"": 379, ""overpriced"": 1403, ""ok"": 3296, ""good value"": 1391, ""great value"": 264}",https://fimgs.net/mdimg/perfume/375x500.485.jpg,35.89,200
